"Status","Order","Family","Genus","Binomial","Log_mass","Combined_mass","Ancestral.mass","Mass.change"
"extant","Rodentia","Sciuridae","Sciurus","Sciurus deppei",2.28,190,2.788125,0.508125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus lateralis",2.28,191,2.788125,0.508125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus mexicanus",2.28,189.6,2.788125,0.508125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus mohavensis",2.28,190,2.788125,0.508125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys latro",2.28,192,2.788125,0.508125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys porteousi",2.28,192.4,2.788125,0.508125
"extant","Rodentia","Muridae","Nectomys","Nectomys squamipes",2.28,190.7,2.788125,0.508125
"extant","Rodentia","Sciuridae","Sciurus","Sciurus ignitus",2.28,190,2.788125,0.508125
"extant","Artiodactyla","Bovidae","Gazella","Gazella granti",4.74,54999.7,5.24904761904762,0.509047619047619
"extant","Artiodactyla","Bovidae","Capra","Capra caucasica",4.74,55000,5.24904761904762,0.509047619047619
"extant","Artiodactyla","Cervidae","Axis","Axis kuhlii",4.74,55000,5.24904761904762,0.509047619047619
"extant","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus",4.74,55508.6,5.24904761904762,0.509047619047619
"extant","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",5.76,580002.7,5.24904761904762,0.51095238095238
"extant","Artiodactyla","Bovidae","Taurotragus","Taurotragus oryx",5.76,569993.6,5.24904761904762,0.51095238095238
"extant","Artiodactyla","Bovidae","Bison","Bison bison",5.76,579255.3,5.24904761904762,0.51095238095238
"extant","Rodentia","Hystricidae","Atherurus","Atherurus macrourus",3.3,2000,2.788125,0.511875
"extant","Rodentia","Sciuridae","Marmota","Marmota marmota",3.3,2010,2.788125,0.511875
"extant","Rodentia","Muridae","Mallomys","Mallomys gunung",3.3,2000,2.788125,0.511875
"extant","Rodentia","Erethizontidae","Sphiggurus","Sphiggurus mexicanus",3.3,2000,2.788125,0.511875
"extant","Rodentia","Erethizontidae","Coendou","Coendou rothschildi",3.3,2000,2.788125,0.511875
"extant","Perissodactyla","Rhinocerotidae","Diceros","Diceros bicornis",6.07,1180510.9,5.55769230769231,0.512307692307693
"extant","Primates","Cebidae","Alouatta","Alouatta sara",3.82,6611,4.338,0.518
"extant","Rodentia","Sciuridae","Funisciurus","Funisciurus substriatus",2.27,186,2.788125,0.518125
"extant","Rodentia","Muridae","Bandicota","Bandicota bengalensis",2.27,188.5,2.788125,0.518125
"extant","Rodentia","Muridae","Batomys","Batomys salomonseni",2.27,187,2.788125,0.518125
"extant","Rodentia","Caviidae","Microcavia","Microcavia shiptoni",2.27,185,2.788125,0.518125
"extant","Rodentia","Echimyidae","Euryzygomatomys","Euryzygomatomys spinosus",2.27,187.5,2.788125,0.518125
"extant","Rodentia","Sciuridae","Sciurus","Sciurus aestuans",2.27,185,2.788125,0.518125
"extant","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",4.73,54212.6,5.24904761904762,0.519047619047619
"extant","Rodentia","Sciuridae","Ratufa","Ratufa bicolor",3.31,2050,2.788125,0.521875
"extant","Carnivora","Felidae","Leptailurus","Leptailurus serval",4.08,12000,4.60282608695652,0.522826086956521
"extant","Carnivora","Viverridae","Civettictis","Civettictis civetta",4.08,12000,4.60282608695652,0.522826086956521
"extant","Carnivora","Felidae","Leopardus","Leopardus pardalis",4.08,11900.1,4.60282608695652,0.522826086956521
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus solatus",3.81,6500,4.338,0.528
"extant","Primates","Cercopithecidae","Trachypithecus","Trachypithecus obscurus",3.81,6420,4.338,0.528
"extant","Primates","Hylobatidae","Hylobates","Hylobates moloch",3.81,6500,4.338,0.528
"extant","Primates","Cercopithecidae","Macaca","Macaca nigra",3.81,6400,4.338,0.528
"extant","Primates","Cercopithecidae","Presbytis","Presbytis potenziani",3.81,6450,4.338,0.528
"extant","Primates","Cercopithecidae","Presbytis","Presbytis hosei",3.81,6500,4.338,0.528
"extant","Primates","Cebidae","Alouatta","Alouatta belzebul",3.81,6400,4.338,0.528
"extant","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus",2.26,181,2.788125,0.528125
"extant","Rodentia","Sciuridae","Paraxerus","Paraxerus cepapi",2.26,180,2.788125,0.528125
"extant","Rodentia","Muridae","Neotoma","Neotoma bryanti",2.26,182,2.788125,0.528125
"extant","Rodentia","Sciuridae","Lariscus","Lariscus hosei",2.26,180,2.788125,0.528125
"extant","Rodentia","Muridae","Tylomys","Tylomys mirae",2.26,183.6,2.788125,0.528125
"extant","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus",4.72,52500.1,5.24904761904762,0.52904761904762
"extant","Artiodactyla","Cervidae","Cervus","Cervus nippon",4.72,53000,5.24904761904762,0.52904761904762
"extant","Diprotodontia","Macropodidae","Macropus","Macropus bernardus",4.23,17000,4.76243902439024,0.532439024390244
"extant","Diprotodontia","Macropodidae","Macropus","Macropus rufogriseus",4.23,16850,4.76243902439024,0.532439024390244
"extant","Primates","Cercopithecidae","Presbytis","Presbytis melalophos",3.8,6300,4.338,0.538
"extant","Primates","Cercopithecidae","Presbytis","Presbytis comata",3.8,6250,4.338,0.538
"extant","Primates","Cercopithecidae","Presbytis","Presbytis rubicunda",3.8,6300,4.338,0.538
"extant","Primates","Cebidae","Lagothrix","Lagothrix lagotricha",3.8,6300,4.338,0.538
"extant","Rodentia","Muridae","Nannospalax","Nannospalax ehrenbergi",2.25,176,2.788125,0.538125
"extant","Rodentia","Muridae","Nesokia","Nesokia indica",2.25,178.1,2.788125,0.538125
"extant","Rodentia","Muridae","Nannospalax","Nannospalax leucodon",2.25,178,2.788125,0.538125
"extant","Rodentia","Muridae","Rattus","Rattus rattus",2.25,178.3,2.788125,0.538125
"extant","Rodentia","Muridae","Batomys","Batomys granti",2.25,177.8,2.788125,0.538125
"extant","Rodentia","Muridae","Sigmodon","Sigmodon alleni",2.25,179,2.788125,0.538125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys mendocinus",2.25,177.5,2.788125,0.538125
"extant","Perissodactyla","Rhinocerotidae","Dicerorhinus","Dicerorhinus sumatrensis",6.1,1266667,5.55769230769231,0.542307692307692
"extant","Carnivora","Felidae","Catopuma","Catopuma temminckii",4.06,11500,4.60282608695652,0.542826086956522
"extant","Primates","Cercopithecidae","Macaca","Macaca nemestrina",3.795,6296.5,4.338,0.543
"extant","Carnivora","Otariidae","Otaria","Otaria byronia",5.15,140000,4.60282608695652,0.547173913043479
"extant","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus",5.15,140000.6,4.60282608695652,0.547173913043479
"extant","Primates","Cebidae","Alouatta","Alouatta seniculus",3.79,6145.5,4.338,0.548
"extant","Rodentia","Ctenodactylidae","Ctenodactylus","Ctenodactylus vali",2.24,175,2.788125,0.548125
"extant","Rodentia","Sciuridae","Heliosciurus","Heliosciurus punctatus",2.24,174,2.788125,0.548125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys frater",2.24,172.9,2.788125,0.548125
"extant","Rodentia","Echimyidae","Mesomys","Mesomys hispidus",2.24,175,2.788125,0.548125
"extant","Artiodactyla","Bovidae","Capra","Capra cylindricornis",4.7,50000,5.24904761904762,0.549047619047619
"extant","Artiodactyla","Bovidae","Capra","Capra pyrenaica",4.7,50000,5.24904761904762,0.549047619047619
"extant","Artiodactyla","Bovidae","Ovis","Ovis aries",4.7,50000,5.24904761904762,0.549047619047619
"extant","Artiodactyla","Cervidae","Cervus","Cervus mariannus",4.7,50000,5.24904761904762,0.549047619047619
"extant","Primates","Hylobatidae","Hylobates","Hylobates concolor",3.78333333333333,6028.16666666667,4.338,0.554666666666667
"extant","Primates","Cercopithecidae","Macaca","Macaca cyclopis",3.78,6000,4.338,0.558
"extant","Primates","Cercopithecidae","Presbytis","Presbytis frontata",3.78,6050,4.338,0.558
"extant","Primates","Cebidae","Ateles","Ateles chamek",3.78,6000,4.338,0.558
"extant","Primates","Cebidae","Ateles","Ateles marginatus",3.78,6000,4.338,0.558
"extant","Rodentia","Muridae","Chinchillula","Chinchillula sahamae",2.23,169.8,2.788125,0.558125
"extant","Rodentia","Muridae","Kunsia","Kunsia fronto",2.23,168,2.788125,0.558125
"extant","Rodentia","Muridae","Rattus","Rattus leucopus",2.225,171.75,2.788125,0.563125
"extant","Lagomorpha","Leporidae","Lepus","Lepus europaeus",3.57,3740,3.00666666666667,0.563333333333333
"extant","Lagomorpha","Leporidae","Lepus","Lepus alleni",3.57,3685,3.00666666666667,0.563333333333333
"extant","Primates","Cebidae","Alouatta","Alouatta caraya",3.77,5862.5,4.338,0.568
"extant","Rodentia","Sciuridae","Myosciurus","Myosciurus pumilio",2.22,165,2.788125,0.568125
"extant","Rodentia","Muridae","Tatera","Tatera indica",2.22,166.3,2.788125,0.568125
"extant","Rodentia","Muridae","Crossomys","Crossomys moncktoni",2.22,165,2.788125,0.568125
"extant","Rodentia","Geomyidae","Thomomys","Thomomys umbrinus",2.22,166,2.788125,0.568125
"extant","Rodentia","Sciuridae","Glaucomys","Glaucomys sabrinus",2.22,166,2.788125,0.568125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus mollis",2.22,165.4,2.788125,0.568125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys dorsalis",2.22,165.6,2.788125,0.568125
"extant","Rodentia","Echimyidae","Proechimys","Proechimys dimidiatus",2.22,167.6,2.788125,0.568125
"extant","Artiodactyla","Bovidae","Ammotragus","Ammotragus lervia",4.68,48000,5.24904761904762,0.56904761904762
"extant","Artiodactyla","Camelidae","Vicugna","Vicugna vicugna",4.68,47499.6,5.24904761904762,0.56904761904762
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta azarae",3.36,2310,2.788125,0.571875
"extant","Carnivora","Felidae","Profelis","Profelis aurata",4.03,10650,4.60282608695652,0.572826086956521
"extant","Carnivora","Phocidae","Phoca","Phoca largha",5.18,150000,4.60282608695652,0.577173913043478
"extant","Primates","Hylobatidae","Hylobates","Hylobates klossii",3.76,5800,4.338,0.578
"extant","Primates","Cebidae","Cacajao","Cacajao calvus",3.76,5796,4.338,0.578
"extant","Rodentia","Muridae","Nesomys","Nesomys rufus",2.21,162.5,2.788125,0.578125
"extant","Rodentia","Muridae","Neotoma","Neotoma lepida",2.21,163.7,2.788125,0.578125
"extant","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus nelsoni",2.21,160.4,2.788125,0.578125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys haigi",2.21,164,2.788125,0.578125
"extant","Rodentia","Muridae","Holochilus","Holochilus sciureus",2.21,163.5,2.788125,0.578125
"extant","Artiodactyla","Bovidae","Taurotragus","Taurotragus derbianus",5.83,680000,5.24904761904762,0.580952380952381
"extant","Diprotodontia","Macropodidae","Macropus","Macropus agilis",4.18,15000,4.76243902439024,0.582439024390244
"extant","Diprotodontia","Macropodidae","Wallabia","Wallabia bicolor",4.18,15000,4.76243902439024,0.582439024390244
"extant","Primates","Hylobatidae","Hylobates","Hylobates agilis",3.75,5650,4.338,0.588
"extant","Rodentia","Ctenodactylidae","Pectinator","Pectinator spekei",2.2,160,2.788125,0.588125
"extant","Rodentia","Sciuridae","Paraxerus","Paraxerus flavovittis",2.2,160,2.788125,0.588125
"extant","Rodentia","Muridae","Rattus","Rattus sordidus",2.2,157.5,2.788125,0.588125
"extant","Rodentia","Abrocomidae","Abrocoma","Abrocoma boliviensis",2.2,158,2.788125,0.588125
"extant","Artiodactyla","Antilocapridae","Antilocapra","Antilocapra americana",4.66,46082.9,5.24904761904762,0.589047619047619
"extant","Carnivora","Canidae","Canis","Canis adustus",4.01,10249.9,4.60282608695652,0.592826086956522
"extant","Carnivora","Canidae","Canis","Canis aureus",4.01,10345.2,4.60282608695652,0.592826086956522
"extant","Lagomorpha","Ochotonidae","Ochotona","Ochotona macrotis",2.41,260,3.00666666666667,0.596666666666667
"extant","Lagomorpha","Ochotonidae","Ochotona","Ochotona roylei",2.41,260,3.00666666666667,0.596666666666667
"extant","Carnivora","Phocidae","Halichoerus","Halichoerus grypus",5.2,157667,4.60282608695652,0.597173913043479
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus neglectus",3.74,5480,4.338,0.598
"extant","Primates","Hylobatidae","Hylobates","Hylobates pileatus",3.74,5440,4.338,0.598
"extant","Rodentia","Muridae","Conilurus","Conilurus penicillatus",2.19,153.5,2.788125,0.598125
"extant","Rodentia","Muridae","Nesomys","Nesomys lambertoni",2.19,155,2.788125,0.598125
"extant","Rodentia","Muridae","Rattus","Rattus steini",2.19,155,2.788125,0.598125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus tereticaudus",2.19,156.5,2.788125,0.598125
"extant","Rodentia","Muridae","Holochilus","Holochilus brasiliensis",2.19,155,2.788125,0.598125
"extant","Artiodactyla","Bovidae","Pseudois","Pseudois nayaur",4.65,45000,5.24904761904762,0.599047619047619
"extant","Artiodactyla","Bovidae","Bos","Bos javanicus",5.85,7e+05,5.24904761904762,0.60095238095238
"extant","Rodentia","Muridae","Rhizomys","Rhizomys pruinosus",3.39,2450,2.788125,0.601875
"extant","Carnivora","Canidae","Canis","Canis simensis",4,10000,4.60282608695652,0.602826086956521
"extant","Carnivora","Hyaenidae","Proteles","Proteles cristatus",4,10000,4.60282608695652,0.602826086956521
"extant","Rodentia","Muridae","Maxomys","Maxomys rajah",2.185,153.25,2.788125,0.603125
"extant","Lagomorpha","Ochotonidae","Ochotona","Ochotona rufescens",2.4,250,3.00666666666667,0.606666666666667
"extant","Carnivora","Felidae","Panthera","Panthera leo",5.21,161499.1,4.60282608695652,0.607173913043479
"extant","Carnivora","Felidae","Panthera","Panthera tigris",5.21,162564,4.60282608695652,0.607173913043479
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus nictitans",3.73,5410,4.338,0.608
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus lhoesti",3.73,5375,4.338,0.608
"extant","Rodentia","Muridae","Otomys","Otomys laminatus",2.18,150,2.788125,0.608125
"extant","Rodentia","Muridae","Melomys","Melomys lorentzii",2.18,150,2.788125,0.608125
"extant","Rodentia","Geomyidae","Pappogeomys","Pappogeomys alcorni",2.18,150,2.788125,0.608125
"extant","Rodentia","Geomyidae","Pappogeomys","Pappogeomys bulleri",2.18,150,2.788125,0.608125
"extant","Rodentia","Geomyidae","Pappogeomys","Pappogeomys fumosus",2.18,150,2.788125,0.608125
"extant","Rodentia","Geomyidae","Pappogeomys","Pappogeomys neglectus",2.18,150,2.788125,0.608125
"extant","Rodentia","Geomyidae","Pappogeomys","Pappogeomys zinseri",2.18,150,2.788125,0.608125
"extant","Rodentia","Muridae","Neotoma","Neotoma stephensi",2.18,152.5,2.788125,0.608125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys occultus",2.18,150,2.788125,0.608125
"extant","Rodentia","Octodontidae","Octodon","Octodon bridgesi",2.18,150,2.788125,0.608125
"extant","Rodentia","Octodontidae","Octodontomys","Octodontomys gliroides",2.18,150,2.788125,0.608125
"extant","Artiodactyla","Bovidae","Redunca","Redunca redunca",4.64,44050.4,5.24904761904762,0.60904761904762
"extant","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus scriptus",4.64,43250.4,5.24904761904762,0.60904761904762
"extant","Carnivora","Canidae","Pseudalopex","Pseudalopex culpaeus",3.99,9832.4,4.60282608695652,0.612826086956521
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus preussi",3.72,5250,4.338,0.618
"extant","Primates","Cebidae","Ateles","Ateles geoffroyi",3.72,5284.9,4.338,0.618
"extant","Rodentia","Muridae","Psammomys","Psammomys obesus",2.17,149.6,2.788125,0.618125
"extant","Rodentia","Muridae","Rattus","Rattus morotaiensis",2.17,148.3,2.788125,0.618125
"extant","Carnivora","Ursidae","Ursus","Ursus arctos",5.225,172720.4,4.60282608695652,0.622173913043478
"extant","Carnivora","Viverridae","Cryptoprocta","Cryptoprocta ferox",3.98,9500,4.60282608695652,0.622826086956521
"extant","Carnivora","Viverridae","Viverra","Viverra zibetha",3.975,9500,4.60282608695652,0.627826086956521
"extant","Rodentia","Muridae","Stenocephalemys","Stenocephalemys albocaudata",2.16,144,2.788125,0.628125
"extant","Rodentia","Sciuridae","Iomys","Iomys horsfieldi",2.16,147.5,2.788125,0.628125
"extant","Rodentia","Muridae","Melomys","Melomys matambuai",2.16,145,2.788125,0.628125
"extant","Rodentia","Echimyidae","Diplomys","Diplomys rufodorsalis",2.16,144.8,2.788125,0.628125
"extant","Rodentia","Muridae","Oryzomys","Oryzomys ratticeps",2.16,144,2.788125,0.628125
"extant","Rodentia","Muridae","Scapteromys","Scapteromys tumidus",2.16,146,2.788125,0.628125
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta cristata",3.42,2650,2.788125,0.631875
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta guamara",3.42,2650,2.788125,0.631875
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta kalinowskii",3.42,2650,2.788125,0.631875
"extant","Diprotodontia","Macropodidae","Macropus","Macropus parryi",4.13,13500,4.76243902439024,0.632439024390244
"extant","Carnivora","Felidae","Lynx","Lynx pardinus",3.97,9400,4.60282608695652,0.632826086956521
"extant","Carnivora","Viverridae","Arctictis","Arctictis binturong",3.97,9875,4.60282608695652,0.632826086956521
"extant","Carnivora","Viverridae","Viverra","Viverra megaspila",3.97,9250,4.60282608695652,0.632826086956521
"extant","Carnivora","Felidae","Lynx","Lynx canadensis",3.97,9373.2,4.60282608695652,0.632826086956521
"extant","Rodentia","Sciuridae","Pteromys","Pteromys volans",2.155,143.75,2.788125,0.633125
"extant","Lagomorpha","Leporidae","Lepus","Lepus arcticus",3.64,4405,3.00666666666667,0.633333333333333
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus mitis",3.7,5000,4.338,0.638
"extant","Primates","Cercopithecidae","Macaca","Macaca arctoides",3.7,5000,4.338,0.638
"extant","Primates","Cebidae","Ateles","Ateles belzebuth",3.7,5000,4.338,0.638
"extant","Rodentia","Sciuridae","Funisciurus","Funisciurus lemniscatus",2.15,141,2.788125,0.638125
"extant","Rodentia","Muridae","Chrotomys","Chrotomys gonzalesi",2.15,140.2,2.788125,0.638125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus perotensis",2.15,140,2.788125,0.638125
"extant","Rodentia","Muridae","Sigmodon","Sigmodon inopinatus",2.15,140.5,2.788125,0.638125
"extant","Artiodactyla","Bovidae","Capra","Capra falconeri",4.61,41000,5.24904761904762,0.639047619047619
"extant","Artiodactyla","Cervidae","Axis","Axis calamianensis",4.61,40500,5.24904761904762,0.639047619047619
"extant","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus",3.43,2707.1,2.788125,0.641875
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata",3.43,2675,2.788125,0.641875
"extant","Rodentia","Chinchillidae","Lagidium","Lagidium wolffsohni",3.43,2682,2.788125,0.641875
"extant","Perissodactyla","Rhinocerotidae","Rhinoceros","Rhinoceros unicornis",6.2,1602333,5.55769230769231,0.642307692307693
"extant","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus ursinus",4.12,13250,4.76243902439024,0.642439024390244
"extant","Carnivora","Felidae","Prionailurus","Prionailurus viverrinus",3.96,9140.33333333333,4.60282608695652,0.642826086956521
"extant","Carnivora","Felidae","Oreailurus","Oreailurus jacobita",3.96,9170,4.60282608695652,0.642826086956521
"extant","Carnivora","Otariidae","Arctocephalus","Arctocephalus pusillus",5.25,178500,4.60282608695652,0.647173913043479
"extant","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus inustus",4.115,13031.25,4.76243902439024,0.647439024390244
"extant","Primates","Hylobatidae","Hylobates","Hylobates lar",3.69,4892,4.338,0.648
"extant","Rodentia","Dipodidae","Jaculus","Jaculus orientalis",2.14,138,2.788125,0.648125
"extant","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus",2.14,138.8,2.788125,0.648125
"extant","Rodentia","Muridae","Maxomys","Maxomys surifer",2.14,139,2.788125,0.648125
"extant","Rodentia","Muridae","Isthmomys","Isthmomys pirrensis",2.14,138,2.788125,0.648125
"extant","Rodentia","Echimyidae","Lonchothrix","Lonchothrix emiliae",2.14,138.2,2.788125,0.648125
"extant","Artiodactyla","Bovidae","Gazella","Gazella soemmerringii",4.6,40000,5.24904761904762,0.64904761904762
"extant","Artiodactyla","Cervidae","Ozotoceros","Ozotoceros bezoarticus",4.6,40000,5.24904761904762,0.64904761904762
"extant","Artiodactyla","Bovidae","Bos","Bos frontalis",5.9,8e+05,5.24904761904762,0.650952380952381
"extant","Artiodactyla","Bovidae","Bos","Bos sauveli",5.9,8e+05,5.24904761904762,0.650952380952381
"extant","Rodentia","Hystricidae","Hystrix","Hystrix pumila",3.44,2740,2.788125,0.651875
"extant","Carnivora","Mustelidae","Lutrogale","Lutrogale perspicillata",3.95,9000,4.60282608695652,0.652826086956521
"extant","Carnivora","Felidae","Lynx","Lynx rufus",3.95,8904.1,4.60282608695652,0.652826086956521
"extant","Primates","Cercopithecidae","Allenopithecus","Allenopithecus nigroviridis",3.68,4750,4.338,0.658
"extant","Primates","Cercopithecidae","Macaca","Macaca silenus",3.68,4750,4.338,0.658
"extant","Rodentia","Sciuridae","Funisciurus","Funisciurus bayonii",2.13,135,2.788125,0.658125
"extant","Rodentia","Muridae","Rattus","Rattus villosissimus",2.13,134,2.788125,0.658125
"extant","Rodentia","Muridae","Zyzomys","Zyzomys woodwardi",2.13,136,2.788125,0.658125
"extant","Rodentia","Muridae","Lenothrix","Lenothrix canus",2.13,135,2.788125,0.658125
"extant","Rodentia","Sciuridae","Callosciurus","Callosciurus adamsi",2.13,134.5,2.788125,0.658125
"extant","Rodentia","Heteromyidae","Dipodomys","Dipodomys ingens",2.13,133.9,2.788125,0.658125
"extant","Rodentia","Heteromyidae","Dipodomys","Dipodomys spectabilis",2.13,135.9,2.788125,0.658125
"extant","Rodentia","Muridae","Sigmodon","Sigmodon leucotis",2.13,135.5,2.788125,0.658125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus pygmaeus",2.13,136,2.788125,0.658125
"extant","Rodentia","Sciuridae","Tamias","Tamias minimus",2.13,135.3,2.788125,0.658125
"extant","Rodentia","Octodontidae","Aconaemys","Aconaemys fuscus",2.13,133.5,2.788125,0.658125
"extant","Rodentia","Sciuridae","Sciurus","Sciurus sanborni",2.13,136,2.788125,0.658125
"extant","Artiodactyla","Bovidae","Antidorcas","Antidorcas marsupialis",4.59,39049.9,5.24904761904762,0.65904761904762
"extant","Carnivora","Viverridae","Viverra","Viverra tangalunga",3.935,8675,4.60282608695652,0.667826086956521
"extant","Primates","Cercopithecidae","Cercopithecus","Cercopithecus mona",3.67,4625,4.338,0.668
"extant","Rodentia","Muridae","Rattus","Rattus fuscipes",2.12,133,2.788125,0.668125
"extant","Rodentia","Muridae","Rattus","Rattus tiomanicus",2.12,131.75,2.788125,0.668125
"extant","Rodentia","Muridae","Rattus","Rattus argentiventer",2.12,132.5,2.788125,0.668125
"extant","Rodentia","Muridae","Rattus","Rattus elaphinus",2.12,131.4,2.788125,0.668125
"extant","Rodentia","Muridae","Rattus","Rattus novaeguineae",2.12,133,2.788125,0.668125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus tridecemlineatus",2.12,131.7,2.788125,0.668125
"extant","Rodentia","Ctenomyidae","Ctenomys","Ctenomys talarum",2.12,132.3,2.788125,0.668125
"extant","Rodentia","Octodontidae","Octomys","Octomys mimax",2.12,131,2.788125,0.668125
"extant","Artiodactyla","Bovidae","Litocranius","Litocranius walleri",4.58,37999.7,5.24904761904762,0.669047619047619
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta prymnolopha",3.46,2900,2.788125,0.671875
"extant","Carnivora","Canidae","Canis","Canis mesomelas",3.93,8500,4.60282608695652,0.672826086956521
"extant","Lagomorpha","Leporidae","Lepus","Lepus othus",3.68,4806,3.00666666666667,0.673333333333333
"extant","Carnivora","Otariidae","Neophoca","Neophoca cinerea",5.28,190000,4.60282608695652,0.677173913043479
"extant","Carnivora","Mustelidae","Mellivora","Mellivora capensis",3.925,8500,4.60282608695652,0.677826086956522
"extant","Rodentia","Muridae","Arvicanthis","Arvicanthis blicki",2.11,128,2.788125,0.678125
"extant","Rodentia","Muridae","Dasymys","Dasymys incomtus",2.11,127.8,2.788125,0.678125
"extant","Rodentia","Muridae","Parotomys","Parotomys brantsii",2.11,129.5,2.788125,0.678125
"extant","Rodentia","Muridae","Pelomys","Pelomys fallax",2.11,130,2.788125,0.678125
"extant","Rodentia","Sciuridae","Dremomys","Dremomys everetti",2.11,130,2.788125,0.678125
"extant","Rodentia","Geomyidae","Thomomys","Thomomys talpoides",2.11,130.1,2.788125,0.678125
"extant","Rodentia","Muridae","Xenomys","Xenomys nelsoni",2.11,130,2.788125,0.678125
"extant","Rodentia","Octodontidae","Spalacopus","Spalacopus cyanus",2.11,127.5,2.788125,0.678125
"extant","Artiodactyla","Bovidae","Antilope","Antilope cervicapra",4.57,37500,5.24904761904762,0.679047619047619
"extant","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis",4.57,37500,5.24904761904762,0.679047619047619
"extant","Perissodactyla","Rhinocerotidae","Rhinoceros","Rhinoceros sondaicus",6.24,1750000,5.55769230769231,0.682307692307693
"extant","Carnivora","Canidae","Pseudalopex","Pseudalopex griseus",3.92,8280,4.60282608695652,0.682826086956521
"extant","Rodentia","Bathyergidae","Cryptomys","Cryptomys hottentotus",2.1,126.5,2.788125,0.688125
"extant","Rodentia","Muridae","Gerbillus","Gerbillus pusillus",2.1,126,2.788125,0.688125
"extant","Rodentia","Muridae","Otomys","Otomys unisulcatus",2.1,124.5,2.788125,0.688125
"extant","Rodentia","Muridae","Parotomys","Parotomys littledalei",2.1,127,2.788125,0.688125
"extant","Rodentia","Sciuridae","Paraxerus","Paraxerus poensis",2.1,124.5,2.788125,0.688125
"extant","Rodentia","Myoxidae","Myoxus","Myoxus glis",2.1,125,2.788125,0.688125
"extant","Rodentia","Muridae","Microtus","Microtus xanthognathus",2.1,125.8,2.788125,0.688125
"extant","Rodentia","Sciuridae","Spermophilus","Spermophilus adocetus",2.1,125,2.788125,0.688125
"extant","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta leporina",3.48,3020,2.788125,0.691875
"extant","Rodentia","Erethizontidae","Coendou","Coendou koopmani",3.48,3000,2.788125,0.691875
"extant","Carnivora","Mustelidae","Lontra","Lontra canadensis",3.91,8087.4,4.60282608695652,0.692826086956521
"extant","Carnivora","Mustelidae","Lutra","Lutra lutra",3.90666666666667,8785.13333333333,4.60282608695652,0.696159420289855
"extant","Primates","Cercopithecidae","Colobus","Colobus satanas",3.64,4320,4.338,0.698
"extant","Rodentia","Muridae","Tatera","Tatera nigricauda",2.09,123,2.788125,0.698125
"extant","Rodentia","Myoxidae","Eliomys","Eliomys melanurus",2.09,122.5,2.788125,0.698125
"extant","Rodentia","Muridae","Pseudomys","Pseudomys fuscus",2.09,122,2.788125,0.698125
"extant","Rodentia","Muridae","Rattus","Rattus tunneyi",2.09,124,2.788125,0.698125
"extant","Rodentia","Muridae","Zyzomys","Zyzomys palatilis",2.09,123,2.788125,0.698125
"extant","Rodentia","Muridae","Rhynchomys","Rhynchomys isarogensis",2.09,122.5,2.788125,0.698125
"extant","Rodentia","Muridae","Sigmodon","Sigmodon ochrognathus",2.09,122,2.788125,0.698125
