"taxon","clade","node","preceding.node","mass.node","mass.preceding.node","mass.change","edge.length","mass.by.edge"
"Rhinophylla pumilio|Carollia subrufa|Carollia brevicauda|Carollia perspicillata|Carollia castanea|Sturnira bidens|Sturnira aratathomasi|Sturnira lilium|Sturnira bogotensis|Sturnira erythromos|Sturnira ludovici|Sturnira tildae|Ametrida centurio|Sphaeronycteris toxophyllum|Pygoderma bilabiatum|Centurio senex|Stenoderma rufum|Ardops nichollsi|Artibeus hartii|Artibeus phaeotis|Artibeus aztecus|Artibeus toltecus|Artibeus cinereus|Artibeus anderseni|Artibeus glaucus|Artibeus concolor|Artibeus fimbriatus|Artibeus amplus|Artibeus jamaicensis|Artibeus obscurus|Artibeus lituratus|Artibeus hirsutus|Artibeus planirostris|Ectophylla alba|Mesophylla macconnelli|Vampyressa melissa|Vampyressa pusilla|Vampyressa bidens|Chiroderma salvini|Chiroderma improvisum|Chiroderma villosum|Chiroderma doriae|Chiroderma trinitatum|Uroderma bilobatum|Uroderma magnirostrum|Vampyrodes caraccioli|Platyrrhinus helleri|Platyrrhinus brachycephalus|Platyrrhinus umbratus|Platyrrhinus dorsalis|Platyrrhinus vittatus|Platyrrhinus lineatus|Platyrrhinus aurarius|Platyrrhinus infuscus","Phyllostomidae",5930,5905,18.4296294101027,17.8082950503452,-0.621334359757476,3.6,0.17259287771041
"Desmodus rotundus|Diaemus youngi","Desmodontinae",5876,5875,34.65,32.3809771309771,-2.26902286902287,13.1,0.173207852597166
"Rhinolophus lepidus","Rhinolophus lepidus",2294,5537,5.7,9.23795814553973,3.53795814553972,20.4,0.17342932085979
"Paracrocidura schoutedeni","Paracrocidura schoutedeni",2834,6022,15,11.7203029537639,-3.27969704623613,18.9,0.173528944245298
"Rhinolophus macrotis|Rhinolophus eloquens|Rhinolophus malayanus|Rhinolophus coelophyllus|Rhinolophus fumigatus|Rhinolophus hildebrandti|Rhinolophus acuminatus|Rhinolophus ferrumequinum|Rhinolophus denti|Rhinolophus luctus|Rhinolophus affinis|Rhinolophus darlingi|Rhinolophus sedulus|Rhinolophus philippinensis|Rhinolophus mehelyi|Rhinolophus euryale|Rhinolophus landeri|Rhinolophus simplex|Rhinolophus alcyone|Rhinolophus marshalli|Rhinolophus inops|Rhinolophus blasii|Rhinolophus megaphyllus|Rhinolophus shameli|Rhinolophus trifoliatus|Rhinolophus capensis|Rhinolophus thomasi|Rhinolophus simulator|Rhinolophus arcuatus|Rhinolophus rufus|Rhinolophus euryotis|Rhinolophus maclaudi|Rhinolophus swinnyi|Rhinolophus virgo|Rhinolophus robinsoni|Rhinolophus clivosus|Rhinolophus stheno|Rhinolophus paradoxolophus|Rhinolophus yunanensis|Rhinolophus hipposideros","Rhinolophus",5538,5537,12.2016621915356,9.23795814553973,-2.96370404599588,17,0.174335532117405
"Sorex samniticus|Sorex arcticus|Sorex coronatus|Sorex araneus|Sorex granarius|Sorex isodon|Sorex caecutiens|Sorex minutissimus|Sorex minutus|Sorex preblei|Sorex tenellus|Sorex monticolus|Sorex vagrans|Sorex pacificus|Sorex nanus|Sorex dispar|Sorex fumeus|Sorex longirostris|Sorex cinereus|Sorex ornatus|Sorex hoyi|Sorex bairdii|Sorex palustris|Sorex bendirii|Sorex trowbridgii|Sorex merriami|Sorex arizonae|Blarinella quadraticauda|Blarina hylophaga|Blarina carolinensis|Blarina brevicauda|Cryptotis parva|Cryptotis goodwini|Cryptotis nigrescens|Cryptotis squamipes|Cryptotis montivaga|Cryptotis avia|Cryptotis mexicana|Cryptotis goldmani|Cryptotis meridensis|Cryptotis magna|Cryptotis thomasi|Notiosorex crawfordi|Megasorex gigas|Anourosorex squamipes|Nectogale elegans|Chimarrogale hantu|Chimarrogale platycephala|Chimarrogale himalayica|Soriculus nigrescens|Soriculus salenskii|Neomys anomalus|Neomys fodiens","Soricinae",6091,6015,14.9165050572797,15.6506779728523,0.734172915572598,4.2,0.174803075136333
"Mus setulosus","Mus setulosus",205,3827,9.4,8,-1.4,8,0.175
"Mus setzeri","Mus setzeri",206,3827,6.6,8,1.4,8,0.175
"Soriculus salenskii","Soriculus salenskii",2900,6141,5.5,9.75,4.25,24.2,0.175619834710744
"Soriculus nigrescens","Soriculus nigrescens",2899,6141,14,9.75,-4.25,24.2,0.175619834710744
"Colomys goslingi","Colomys goslingi",92,3923,62.5,67.8297376093295,5.32973760932946,30.3,0.175898931000972
"Brachyuromys betsileoensis","Brachyuromys betsileoensis",773,4051,92.5,91.25,-1.25,7.1,0.176056338028169
"Brachyuromys ramirohitra","Brachyuromys ramirohitra",774,4051,90,91.25,1.25,7.1,0.176056338028169
"Rhinolophus maclaudi","Rhinolophus maclaudi",2313,5569,13.1,13.7,0.6,3.4,0.176470588235294
"Rhinolophus euryotis","Rhinolophus euryotis",2306,5569,14.3,13.7,-0.600000000000001,3.4,0.176470588235295
"Gerbillus gleadowi","Gerbillus gleadowi",738,3298,24,28.4125,4.41249999999999,24.9,0.177208835341365
"Reithrodontomys tenuirostris","Reithrodontomys tenuirostris",615,3657,20,21.4,1.4,7.9,0.177215189873418
"Reithrodontomys creper","Reithrodontomys creper",613,3657,22.8,21.4,-1.4,7.9,0.177215189873418
"Crocidura canariensis","Crocidura canariensis",2776,6088,7.5,9.73333333333333,2.23333333333333,12.6,0.177248677248677
"Vespertilio murinus|Vespertilio superans","Vespertilio",5686,5684,21.6,24.8411924119241,3.24119241192412,18.2,0.178087495160666
"Myotis grisescens","Myotis grisescens",2701,5703,10.5,8.20011215926977,-2.29988784073023,12.9,0.178285879126375
"Sminthopsis archeri","Sminthopsis archeri",3132,6380,16,18.141592920354,2.14159292035398,12,0.178466076696165
"Mormoops blainvillii","Mormoops blainvillii",2384,5869,8.6,12.3,3.7,20.7,0.178743961352657
"Mormoops megalophylla","Mormoops megalophylla",2385,5869,16,12.3,-3.7,20.7,0.178743961352657
"Pipistrellus imbricatus|Pipistrellus arabicus|Pipistrellus nanus","Pipistrellus",5760,5759,4.43529411764706,7.8121419374792,3.37684781983214,18.8,0.179619564884689
"Tamias merriami","Tamias merriami",1155,4404,74.8,73.9,-0.899999999999991,5,0.179999999999998
"Tamias obscurus","Tamias obscurus",1156,4404,73,73.9,0.900000000000006,5,0.180000000000001
"Sminthopsis dolichura","Sminthopsis dolichura",3133,6383,13.6,15.3,1.7,9.4,0.180851063829787
"Sminthopsis murina","Sminthopsis murina",3136,6383,17,15.3,-1.7,9.4,0.180851063829787
"Ningaui ridei|Ningaui yvonnae","Ningaui",6373,6372,7.75,6.93090507726269,-0.819094922737305,4.5,0.182021093941623
"Tylonycteris pachypus|Tylonycteris robustula","Tylonycteris",5796,5795,5.65,9.67934472097062,4.02934472097062,22.1,0.182323290541657
"Thomasomys oreas","Thomasomys oreas",295,3377,77,75.6666666666667,-1.33333333333333,7.3,0.182648401826483
"Zygodontomys brevicauda|Zygodontomys brunneus","Zygodontomys",3449,3448,63.9,66.6603399433428,2.76033994334278,15.1,0.1828039697578
"Blarina hylophaga|Blarina carolinensis|Blarina brevicauda|Cryptotis parva|Cryptotis goodwini|Cryptotis nigrescens|Cryptotis squamipes|Cryptotis montivaga|Cryptotis avia|Cryptotis mexicana|Cryptotis goldmani|Cryptotis meridensis|Cryptotis magna|Cryptotis thomasi","Soricinae",6120,6092,10.7890916253723,8.7147401183498,-2.07435150702246,11.3,0.183570929824996
"Nycticeius balstoni","Nycticeius balstoni",2595,5802,11.7,10.1150170648464,-1.58498293515358,8.6,0.184300341296928
"Lasiurus ega|Lasiurus intermedius","Lasiurus",5783,5782,18.1,16.753337905807,-1.34666209419296,7.3,0.184474259478487
"Sorex isodon","Sorex isodon",2855,6102,10.5,7.95,-2.55,13.8,0.184782608695652
"Sorex caecutiens","Sorex caecutiens",2856,6102,5.4,7.95,2.55,13.8,0.184782608695652
"Apomys microdon|Apomys musculus|Apomys littoralis|Archboldomys luzonensis|Chrotomys gonzalesi|Rhynchomys isarogensis","Murinae",3914,3913,64.1362676941117,68.046101533287,3.90983383917531,21,0.186182563770253
"Grammomys ibeanus","Grammomys ibeanus",164,3832,41.2,44.3666666666667,3.16666666666666,16.9,0.187376725838264
"Sturnira ludovici","Sturnira ludovici",2455,5941,21,22.5,1.5,8,0.1875
"Sturnira tildae","Sturnira tildae",2456,5941,24,22.5,-1.5,8,0.1875
"Neotoma bryanti","Neotoma bryanti",630,3684,182,180.366666666667,-1.63333333333333,8.7,0.187739463601532
"Murina cyclotis","Murina cyclotis",2678,5847,9.1,8.06666666666667,-1.03333333333333,5.5,0.187878787878788
"Pipistrellus bodenheimeri|Pipistrellus savii","Pipistrellus",5764,5763,4.55,5.4158371040724,0.865837104072399,4.6,0.188225457407043
"Nycteris nana","Nycteris nana",2285,5532,7,9.5,2.5,13.2,0.189393939393939
"Nycteris arge","Nycteris arge",2284,5532,12,9.5,-2.5,13.2,0.18939393939394
"Tupaia glis","Tupaia glis",1557,4797,159,164.142857142857,5.14285714285714,26.9,0.191184280403611
"Pteronotus davyi|Pteronotus gymnonotus","Pteronotus",5872,5871,11.8,8.83611111111111,-2.96388888888889,15.5,0.191218637992832
"Peromyscus hooperi","Peromyscus hooperi",580,3635,36,38.3333333333333,2.33333333333334,12.2,0.191256830601094
"Gracilinanus agilis|Gracilinanus microtarsus|Gracilinanus emiliae|Gracilinanus marica|Gracilinanus aceramarcae","Gracilinanus",6432,6431,20.0305936073059,19.5331372946664,-0.497456312639542,2.6,0.191329351015209
"Akodon lanosus","Akodon lanosus",303,3505,32.5,33.45,0.949999999999996,4.9,0.193877551020407
"Rattus tanezumi","Rattus tanezumi",262,3796,134,132.875,-1.125,5.8,0.193965517241379
"Rattus tiomanicus","Rattus tiomanicus",263,3796,131.75,132.875,1.125,5.8,0.193965517241379
"Nyctinomops laticaudatus","Nyctinomops laticaudatus",2520,5634,12.2,16.2,4,20.6,0.194174757281553
"Myotis macrodactylus|Myotis daubentoni|Myotis capaccinii","Myotis",5745,5744,7.33333333333333,8.38413461538461,1.05080128205128,5.4,0.194592830009496
"Chlorotalpa sclateri","Chlorotalpa sclateri",2942,6184,42,47.2,5.2,26.7,0.194756554307116
"Chlorotalpa arendsi","Chlorotalpa arendsi",2943,6184,52.4,47.2,-5.2,26.7,0.194756554307116
"Suncus lixus","Suncus lixus",2839,6029,8,5.75,-2.25,11.5,0.195652173913043
"Suncus madagascariensis","Suncus madagascariensis",2840,6029,3.5,5.75,2.25,11.5,0.195652173913043
"Nycticeius greyii","Nycticeius greyii",2596,5803,10,9,-1,5.1,0.196078431372549
"Nycticeius sanborni","Nycticeius sanborni",2597,5803,8,9,1,5.1,0.196078431372549
"Geomys arenarius","Geomys arenarius",864,4110,206,204.9,-1.09999999999997,5.6,0.196428571428565
"Oligoryzomys chacoensis","Oligoryzomys chacoensis",443,3488,23,24.1,1.1,5.6,0.196428571428571
"Oligoryzomys magellanicus","Oligoryzomys magellanicus",451,3488,25.2,24.1,-1.1,5.6,0.196428571428572
"Geomys bursarius","Geomys bursarius",863,4110,203.8,204.9,1.10000000000002,5.6,0.196428571428576
"Reithrodontomys megalotis","Reithrodontomys megalotis",621,3661,9.4,11.72,2.32,11.8,0.196610169491525
"Sminthopsis aitkeni|Sminthopsis griseoventer","Sminthopsis",6376,6375,20,19.2510253946947,-0.748974605305285,3.8,0.197098580343496
"Eligmodontia moreni|Eligmodontia morgani|Eligmodontia typus|Eligmodontia puerulus","Eligmodontia",3439,3438,20.075,22.6655958604989,2.59059586049894,13.1,0.197755409198393
"Sorex bairdii","Sorex bairdii",2868,6111,8.3,5.27142857142857,-3.02857142857143,15.3,0.197945845004669
"Elephantulus myurus","Elephantulus myurus",2974,6217,52.4,50.2,-2.2,11.1,0.198198198198198
"Elephantulus edwardii","Elephantulus edwardii",2973,6217,48,50.2,2.2,11.1,0.198198198198198
"Reithrodon auritus","Reithrodon auritus",498,3349,70.9,67.2296888720424,-3.6703111279576,18.5,0.198395196105816
"Scolomys melanops|Scolomys ucayalensis","Scolomys",3443,3442,26.5,24.1588410104012,-2.34115898959881,11.8,0.198403304203289
"Sminthopsis hirtipes","Sminthopsis hirtipes",3137,6384,15,17.4909927942354,2.49099279423539,12.5,0.199279423538831
"Mops brachypterus","Mops brachypterus",2543,5658,16,19,3,15,0.2
"Mops thersites","Mops thersites",2544,5658,22,19,-3,15,0.2
"Lonchorhina orinocensis|Lonchorhina marinkellei|Lonchorhina aurita","Lonchorhina",5880,5879,13.8333333333333,11.691063174114,-2.14227015921931,10.7,0.20021216441302
"Micronycteris nicefori","Micronycteris nicefori",2405,5889,8.2,11.5662921348315,3.36629213483146,16.8,0.200374531835206
"Choeroniscus minor","Choeroniscus minor",2446,5928,8.7,7.46666666666667,-1.23333333333333,6.1,0.202185792349727
"Eumops glaucinus","Eumops glaucinus",2533,5648,35.4,39.0815660685155,3.6815660685155,18.2,0.202283849918434
"Sylvisorex megalura","Sylvisorex megalura",2848,6034,5.3,9.1,3.8,18.7,0.203208556149733
"Kerivoula minuta","Kerivoula minuta",2690,5861,2,3.66666666666667,1.66666666666667,8.2,0.203252032520325
"Eptesicus bobrinskoi|Eptesicus nilssoni|Eptesicus nasutus|Eptesicus diminutus|Eptesicus serotinus|Eptesicus fuscus|Eptesicus furinalis|Eptesicus hottentotus|Eptesicus brasiliensis|Eptesicus bottae|Eptesicus pachyotis|Eptesicus demissus","Eptesicus",5765,5762,13.1753092754119,9.30328646149724,-3.87202281391465,19,0.203790674416561
"Monodelphis dimidiata","Monodelphis dimidiata",3227,6464,58,51.75,-6.25,30.6,0.204248366013072
"Monodelphis rubida","Monodelphis rubida",3233,6464,45.5,51.75,6.25,30.6,0.204248366013072
"Sminthopsis aitkeni","Sminthopsis aitkeni",3130,6376,22.5,20,-2.5,12.2,0.204918032786885
"Sminthopsis griseoventer","Sminthopsis griseoventer",3131,6376,17.5,20,2.5,12.2,0.204918032786885
"Stenomys niobe|Stenomys vandeuseni|Stenomys richardsoni|Stenomys verecundus","Stenomys",3924,3923,71.55,67.8297376093295,-3.72026239067056,18.1,0.205539358600583
"Crocidura hirta","Crocidura hirta",2793,6042,15.8,18.4,2.6,12.6,0.206349206349206
"Crocidura foxi","Crocidura foxi",2784,6042,21,18.4,-2.6,12.6,0.206349206349206
"Eptesicus vulturnus|Eptesicus douglasorum|Eptesicus regulus|Eptesicus pumilus|Eptesicus sagittula","Eptesicus",5688,5687,5.1,8.64774295452672,3.54774295452672,17.1,0.207470348217937
"Rhinopoma hardwickei","Rhinopoma hardwickei",2274,5517,14.2,17.0666666666667,2.86666666666666,13.8,0.207729468599034
"Scalopus aquaticus","Scalopus aquaticus",2755,5999,91.3,85.6491230465242,-5.65087695347583,27.2,0.207752829171906
"Galago senegalensis","Galago senegalensis",1543,4788,153,156.5,3.49999999999997,16.8,0.208333333333332
"Galago moholi","Galago moholi",1542,4788,160,156.5,-3.50000000000003,16.8,0.208333333333335
"Marmosops impavidus","Marmosops impavidus",3202,6442,40.5,44.5,4,18.9,0.211640211640212
"Chimarrogale himalayica","Chimarrogale himalayica",2898,6138,37.5,41.5,4.00000000000001,18.9,0.211640211640212
"Pygoderma bilabiatum","Pygoderma bilabiatum",2459,5946,18.5,19.9,1.4,6.6,0.212121212121212
"Centurio senex","Centurio senex",2460,5946,21.3,19.9,-1.4,6.6,0.212121212121212
"Kerivoula argentata","Kerivoula argentata",2686,5858,10,8.25,-1.75,8.2,0.213414634146341
"Kerivoula lanosa","Kerivoula lanosa",2689,5858,6.5,8.25,1.75,8.2,0.213414634146342
"Thrichomys apereoides","Thrichomys apereoides",973,4201,275,270.844444444444,-4.15555555555557,19.4,0.214203894616266
"Myotis bocagei|Myotis adversus|Myotis horsfieldii|Myotis hasseltii","Myotis",5748,5747,8.3,7.31111111111111,-0.988888888888889,4.6,0.214975845410628
"Oryzomys legatus","Oryzomys legatus",470,3414,61.5,59.65,-1.84999999999999,8.6,0.215116279069767
"Pipistrellus bodenheimeri","Pipistrellus bodenheimeri",2599,5764,2.7,4.55,1.85,8.6,0.215116279069767
"Pipistrellus savii","Pipistrellus savii",2600,5764,6.4,4.55,-1.85,8.6,0.215116279069768
"Oryzomys capito","Oryzomys capito",460,3414,57.8,59.65,1.85000000000001,8.6,0.215116279069768
"Pipistrellus crassulus|Pipistrellus rueppelli|Pipistrellus nanulus","Pipistrellus",5695,5694,5.16666666666667,9.22285441266917,4.0561877460025,18.8,0.215754667340559
"Pipistrellus nathusii|Pipistrellus pipistrellus|Pipistrellus tenuis|Pipistrellus mimus|Pipistrellus coromandra|Pipistrellus babu|Pipistrellus javanicus","Pipistrellus",5837,5834,5.51497910639666,5.96935094287231,0.454371836475658,2.1,0.216367541178885
"Osgoodomys banderanus","Osgoodomys banderanus",563,3604,50,45.7899479152538,-4.21005208474623,19.4,0.217012994059084
"Anotomys leander","Anotomys leander",522,3567,66.4,69.9666666666667,3.56666666666666,16.4,0.217479674796748
"Pectinator spekei|Massoutiera mzabi|Ctenodactylus gundi|Ctenodactylus vali","Failed taxon resolution",4145,4144,198.932515337423,201.242449610406,2.30993427298299,10.6,0.217918327639904
"Aepeomys fuscatus|Aepeomys lugens|Thomasomys daphne|Thomasomys eleusis|Thomasomys taczanowskii|Thomasomys niveipes|Thomasomys ischyurus|Thomasomys gracilis|Thomasomys monochromos|Thomasomys hylophilus|Thomasomys pyrrhonotus|Thomasomys bombycinus|Thomasomys laniger|Thomasomys oreas|Thomasomys baeops|Thomasomys vestitus|Thomasomys paramorum|Thomasomys silvestris|Thomasomys aureus|Thomasomys ladewi|Thomasomys incanus|Thomasomys notatus|Thomasomys cinereus|Thomasomys kalinowskii|Thomasomys rhoadsi|Thomasomys cinereiventer|Thomasomys rosalinda","Sigmodontinae",3364,3363,64.9014753435732,63.9586474386806,-0.942827904892532,4.3,0.21926230346338
"Epomops dobsoni","Epomops dobsoni",2156,5390,120,119.45,-0.549999999999997,2.5,0.219999999999999
"Epomops franqueti","Epomops franqueti",2157,5390,118.9,119.45,0.549999999999997,2.5,0.219999999999999
"Hipposideros corynophyllus","Hipposideros corynophyllus",2371,5602,14.5,12.3606425702811,-2.13935742971887,9.7,0.220552312342152
"Chaerephon bivittata|Chaerephon major|Chaerephon russata|Chaerephon jobensis|Chaerephon plicata|Chaerephon nigeriae|Chaerephon pumila|Mops brachypterus|Mops thersites|Mops condylurus|Mops niveiventer|Mops mops|Mops congicus|Mops midas","Molossidae",5650,5636,22.8186047864883,27.6437227513325,4.82511796484421,21.8,0.221335686460744
"Pachyuromys duprasi","Pachyuromys duprasi",746,3310,47.5,41.8870261636966,-5.61297383630337,25.3,0.221856673371675
"Dephomys defua|Dephomys eburnea","Dephomys",3762,3761,47.75,50.0492765957447,2.29927659574467,10.3,0.223230737450939
"Scotinomys teguina|Scotinomys xerampelinus","Scotinomys",3598,3596,13.1,10.33,-2.77,12.4,0.223387096774193
"Chrysochloris asiatica","Chrysochloris asiatica",2937,6182,49,44.4,-4.6,20.3,0.226600985221675
"Chrysochloris stuhlmanni","Chrysochloris stuhlmanni",2938,6182,39.8,44.4,4.6,20.3,0.226600985221675
"Cheiromeles torquatus|Myopterus whitleyi|Molossops mattogrossensis|Molossops temminckii|Molossops abrasus|Molossops greenhalli|Molossops planirostris|Tadarida brasiliensis|Tadarida australis|Tadarida fulminans|Tadarida teniotis|Tadarida aegyptiaca|Nyctinomops aurispinosus|Nyctinomops macrotis|Nyctinomops laticaudatus|Nyctinomops femorosaccus|Otomops martiensseni|Promops centralis|Promops nasutus|Molossus sinaloae|Molossus ater|Molossus bondae|Molossus molossus|Eumops hansae|Eumops perotis|Eumops dabbenei|Eumops bonariensis|Eumops glaucinus|Eumops auripendulus|Eumops underwoodi|Chaerephon bivittata|Chaerephon major|Chaerephon russata|Chaerephon jobensis|Chaerephon plicata|Chaerephon nigeriae|Chaerephon pumila|Mops brachypterus|Mops thersites|Mops condylurus|Mops niveiventer|Mops mops|Mops congicus|Mops midas|Mormopterus beccarii|Mormopterus norfolkensis|Mormopterus planiceps|Mormopterus petrophilus|Mormopterus jugularis|Miniopterus tristis|Miniopterus fraterculus|Miniopterus fuscus|Miniopterus pusillus|Miniopterus minor|Miniopterus australis|Miniopterus schreibersi|Miniopterus inflatus|Miniopterus magnater|Histiotus macrotus|Histiotus velatus|Glischropus tylopus|Ia io|Vespertilio murinus|Vespertilio superans|Philetor brachypterus|Mimetillus moloneyi|Pipistrellus hesperus|Eptesicus vulturnus|Eptesicus douglasorum|Eptesicus regulus|Eptesicus pumilus|Eptesicus sagittula|Pipistrellus crassulus|Pipistrellus rueppelli|Pipistrellus nanulus|Scotoecus albofuscus|Scotoecus hirundo|Pipistrellus pulveratus|Myotis dasycneme|Myotis californicus|Myotis leibii|Myotis altarium|Myotis brandti|Myotis mystacinus|Myotis frater|Myotis nigricans|Myotis nesopolus|Myotis elegans|Myotis keaysi|Myotis sodalis|Myotis annectans|Myotis muricola|Myotis ridleyi|Myotis rosseti|Myotis siligorensis|Myotis emarginatus|Myotis tricolor|Myotis nattereri|Myotis thysanodes|Myotis blythii|Myotis myotis|Myotis bechsteini|Myotis auriculus|Myotis evotis|Myotis keenii|Myotis formosus|Myotis welwitschii|Myotis grisescens|Myotis volans|Myotis fortidens|Myotis macrotarsus|Myotis vivesi|Myotis austroriparius|Myotis oxyotus|Myotis montivagus|Myotis riparius|Myotis ruber|Myotis lucifugus|Myotis albescens|Myotis levis|Myotis macrodactylus|Myotis daubentoni|Myotis capaccinii|Myotis velifer|Myotis bocagei|Myotis adversus|Myotis horsfieldii|Myotis hasseltii|Myotis yumanensis|Pipistrellus tasmaniensis|Nyctophilus timoriensis|Nyctophilus gouldi|Nyctophilus walkeri|Nyctophilus microtis|Nyctophilus arnhemensis|Nyctophilus geoffroyi|Chalinolobus dwyeri|Chalinolobus gouldii|Chalinolobus nigrogriseus|Chalinolobus morio|Pipistrellus imbricatus|Pipistrellus arabicus|Pipistrellus nanus|Pipistrellus cadornae|Pipistrellus bodenheimeri|Pipistrellus savii|Eptesicus bobrinskoi|Eptesicus nilssoni|Eptesicus nasutus|Eptesicus diminutus|Eptesicus serotinus|Eptesicus fuscus|Eptesicus furinalis|Eptesicus hottentotus|Eptesicus brasiliensis|Eptesicus bottae|Eptesicus pachyotis|Eptesicus demissus|Eptesicus tenuipinnis|Eptesicus flavescens|Eptesicus rendalli|Eptesicus capensis|Eptesicus somalicus|Lasiurus ega|Lasiurus intermedius|Lasiurus cinereus|Lasiurus castaneus|Lasiurus borealis|Lasiurus seminolus|Chalinolobus gleni|Chalinolobus kenyacola|Chalinolobus poensis|Chalinolobus variegatus|Chalinolobus beatrix|Chalinolobus argentatus|Nycticeius rueppellii|Tylonycteris pachypus|Tylonycteris robustula|Pipistrellus stenopterus|Nycticeius humeralis|Lasionycteris noctivagans|Pipistrellus circumdatus|Nycticeius schlieffeni|Nycticeius balstoni|Nycticeius greyii|Nycticeius sanborni|Scotomanes ornatus|Scotophilus leucogaster|Scotophilus dinganii|Scotophilus nux|Scotophilus borbonicus|Scotophilus viridis|Scotophilus kuhlii|Scotophilus nigrita|Scotophilus heathi|Antrozous dubiaquercus|Antrozous pallidus|Nyctalus leisleri|Nyctalus noctula|Nyctalus lasiopterus|Barbastella barbastellus|Barbastella leucomelas|Euderma maculatum|Idionycteris phyllotis|Plecotus rafinesquii|Plecotus mexicanus|Plecotus townsendii|Plecotus austriacus|Plecotus auritus|Pipistrellus eisentrauti|Laephotis botswanae|Laephotis wintoni|Hesperoptenus blanfordi|Hesperoptenus tickelli|Pipistrellus kuhlii|Pipistrellus rusticus|Pipistrellus ceylonicus|Pipistrellus nathusii|Pipistrellus pipistrellus|Pipistrellus tenuis|Pipistrellus mimus|Pipistrellus coromandra|Pipistrellus babu|Pipistrellus javanicus|Pipistrellus subflavus|Harpiocephalus harpia|Murina huttoni|Murina aenea|Murina cyclotis|Murina suilla|Murina leucogaster|Murina tubinaris|Murina florium|Kerivoula atrox|Kerivoula papuensis|Kerivoula argentata|Kerivoula lanosa|Kerivoula flora|Kerivoula papillosa|Kerivoula whiteheadi|Kerivoula minuta|Kerivoula picta|Kerivoula hardwickei|Kerivoula phalaena|Kerivoula muscina|Kerivoula pellucida|Pipistrellus dormeri|Mystacina tuberculata|Noctilio albiventris|Noctilio leporinus|Mormoops blainvillii|Mormoops megalophylla|Pteronotus davyi|Pteronotus gymnonotus|Pteronotus personatus|Pteronotus quadridens|Pteronotus parnellii|Diphylla ecaudata|Desmodus rotundus|Diaemus youngi|Macrophyllum macrophyllum|Lonchorhina orinocensis|Lonchorhina marinkellei|Lonchorhina aurita|Micronycteris megalotis|Micronycteris minuta|Micronycteris schmidtorum|Micronycteris hirsuta|Micronycteris nicefori|Micronycteris daviesi|Micronycteris sylvestris|Micronycteris brachyotis|Macrotus californicus|Macrotus waterhousii|Chrotopterus auritus|Vampyrum spectrum|Trachops cirrhosus|Tonatia evotis|Tonatia brasiliense|Tonatia silvicola|Tonatia carrikeri|Tonatia schulzi|Tonatia bidens|Mimon crenulatum|Phylloderma stenops|Phyllostomus discolor|Phyllostomus elongatus|Phyllostomus hastatus|Brachyphylla cavernarum|Brachyphylla nana|Erophylla sezekorni|Lionycteris spurrelli|Lonchophylla robusta|Lonchophylla thomasi|Lonchophylla mordax|Leptonycteris curasoae|Leptonycteris nivalis|Monophyllus plethodon|Monophyllus redmani|Glossophaga leachii|Glossophaga morenoi|Glossophaga longirostris|Glossophaga soricina|Glossophaga commissarisi|Anoura geoffroyi|Anoura latidens|Anoura cultrata|Hylonycteris underwoodi|Lichonycteris obscura|Choeronycteris mexicana|Choeroniscus godmani|Choeroniscus intermedius|Choeroniscus minor|Rhinophylla pumilio|Carollia subrufa|Carollia brevicauda|Carollia perspicillata|Carollia castanea|Sturnira bidens|Sturnira aratathomasi|Sturnira lilium|Sturnira bogotensis|Sturnira erythromos|Sturnira ludovici|Sturnira tildae|Ametrida centurio|Sphaeronycteris toxophyllum|Pygoderma bilabiatum|Centurio senex|Stenoderma rufum|Ardops nichollsi|Artibeus hartii|Artibeus phaeotis|Artibeus aztecus|Artibeus toltecus|Artibeus cinereus|Artibeus anderseni|Artibeus glaucus|Artibeus concolor|Artibeus fimbriatus|Artibeus amplus|Artibeus jamaicensis|Artibeus obscurus|Artibeus lituratus|Artibeus hirsutus|Artibeus planirostris|Ectophylla alba|Mesophylla macconnelli|Vampyressa melissa|Vampyressa pusilla|Vampyressa bidens|Chiroderma salvini|Chiroderma improvisum|Chiroderma villosum|Chiroderma doriae|Chiroderma trinitatum|Uroderma bilobatum|Uroderma magnirostrum|Vampyrodes caraccioli|Platyrrhinus helleri|Platyrrhinus brachycephalus|Platyrrhinus umbratus|Platyrrhinus dorsalis|Platyrrhinus vittatus|Platyrrhinus lineatus|Platyrrhinus aurarius|Platyrrhinus infuscus|Thyroptera discifera|Thyroptera tricolor|Furipterus horrens|Natalus stramineus|Natalus tumidirostris|Natalus tumidifrons","Failed taxon resolution",5616,5478,16.5054041324717,18.6548016586229,2.1493975261512,9.4,0.228659311292681
