"taxon","clade","node","preceding.node","mass.node","mass.preceding.node","mass.change","edge.length","mass.by.edge"
"Leontopithecus rosalia","Leontopithecus rosalia",1476,4729,535.5,598.973684210526,63.4736842105264,1.2,52.8947368421053
"Suricata suricatta","Suricata suricatta",2041,5294,725.5,1474.0949254248,748.594925424797,14.1,53.0918386826097
"Genetta johnstoni","Genetta johnstoni",2070,5319,2225,1825.76045627376,-399.239543726236,7.5,53.2319391634981
"Mustela nudipes|Mustela lutreola|Mustela sibirica|Mustela lutreolina|Mustela eversmannii|Mustela nigripes|Mustela putorius|Mustela nivalis|Mustela altaica|Mustela erminea|Mustela frenata|Mustela africana|Mustela felipei|Mustela kathiah","Mustela",5122,5121,317.789902444637,479.874090845951,162.084188401314,3,54.0280628004379
"Isoodon auratus|Isoodon obesulus|Isoodon macrourus","Isoodon",6408,6405,1063.23529411765,797.612137451954,-265.623156665693,4.9,54.2088074827944
"Spermophilus citellus|Spermophilus fulvus|Spermophilus spilosoma|Spermophilus beecheyi|Spermophilus madrensis|Spermophilus pygmaeus|Spermophilus relictus|Spermophilus suslicus|Spermophilus beldingi|Spermophilus adocetus|Spermophilus mollis","Spermophilus",4371,4370,312.26661114473,301.419236946244,-10.8473741984862,0.2,54.2368709924312
"Helogale hirtula|Helogale parvula|Mungos mungo|Crossarchus alexandri|Crossarchus obscurus|Crossarchus ansorgei|Ichneumia albicauda|Suricata suricatta","Herpestidae",5294,5293,1474.0949254248,1658.60913273219,184.514207307396,3.4,54.2688845021753
"Mustela africana","Mustela africana",1856,5134,537,374.15,-162.85,3,54.2833333333333
"Mustela felipei","Mustela felipei",1857,5134,211.3,374.15,162.85,3,54.2833333333333
"Nandinia binotata","Nandinia binotata",2092,5330,2000,3254.99954386789,1254.99954386789,23.1,54.3289845830256
"Liberiictis kuhni|Helogale hirtula|Helogale parvula|Mungos mungo|Crossarchus alexandri|Crossarchus obscurus|Crossarchus ansorgei|Ichneumia albicauda|Suricata suricatta|Bdeogale nigripes|Bdeogale jacksoni|Bdeogale crassicauda","Herpestidae",5292,5291,1805.39834544531,1658.63375249352,-146.764592951788,2.7,54.3572566488105
"Genetta abyssinica|Genetta thierryi|Genetta johnstoni|Genetta angolensis|Genetta genetta|Genetta tigrina|Genetta servalina|Genetta victoriae|Prionodon linsang|Prionodon pardicolor|Poiana richardsonii|Osbornictis piscivora|Viverra megaspila|Viverra tangalunga|Viverra zibetha|Viverricula indica|Civettictis civetta|Paradoxurus jerdoni|Paradoxurus zeylonensis|Paradoxurus hermaphroditus|Arctictis binturong|Paguma larvata|Macrogalidia musschenbroekii|Arctogalidia trivirgata|Nandinia binotata|Chrotogale owstoni|Hemigalus derbyanus|Cynogale bennettii","Feliformia",5312,5311,3795.34634543476,4533.51963368634,738.173288251572,13.4,55.0875588247441
"Capromys pilorides|Geocapromys brownii|Geocapromys ingrahami","Failed taxon resolution",4268,4267,3083.46007604563,2273.03407676845,-810.425999277177,14.5,55.8914482260122
"Liomys adspersus|Liomys salvini|Liomys pictus|Liomys spectabilis|Liomys irroratus","Liomys",4121,4120,52.3599581609851,119.436362888456,67.076404727471,1.2,55.8970039395592
"Microperoryctes papuensis","Microperoryctes papuensis",3162,6398,158,841.049870466321,683.049870466321,12.2,55.9876943005181
"Philander andersoni|Philander opossum","Philander",6428,6424,455.25,1135.97064919165,680.720649191651,12.1,56.257904891872
"Varecia variegata","Varecia variegata",1524,4757,3850,2497.47727272727,-1352.52272727273,23.9,56.5909090909091
"Spermophilus spilosoma","Spermophilus spilosoma",1108,4375,89,333.75,244.75,4.3,56.9186046511628
"Spermophilus beecheyi","Spermophilus beecheyi",1109,4375,578.5,333.75,-244.75,4.3,56.9186046511628
"Dendrolagus bennettianus","Dendrolagus bennettianus",3041,6288,10950,10293.5273514652,-656.472648534798,11.5,57.0845781334607
"Presbytis femoralis|Presbytis melalophos","Presbytis",4639,4638,6650,6375.58139534884,-274.418604651163,4.8,57.170542635659
"Spilocuscus maculatus","Spilocuscus maculatus",3024,6270,5106.75,5553.375,446.625,7.8,57.2596153846154
"Spilocuscus rufoniger","Spilocuscus rufoniger",3025,6270,6000,5553.375,-446.625,7.8,57.2596153846154
"Pseudocheirus mayeri|Pseudocheirus caroli|Pseudocheirus herbertensis|Pseudocheirus forbesi|Pseudocheirus canescens","Pseudocheirus",6257,6256,453.774573462543,568.791601809052,115.017028346509,2,57.5085141732547
"Bassaricyon lasius|Bassaricyon gabbii|Bassaricyon pauli|Bassaricyon alleni|Bassaricyon beddardi|Potos flavus","Procyonidae",5163,5155,1633.84615384615,2261.18647879375,627.3403249476,10.7,58.6299369109907
"Cercopithecus pogonias","Cercopithecus pogonias",1338,4584,3765,3882.5,117.5,2,58.75
"Cercopithecus wolfi","Cercopithecus wolfi",1339,4584,4000,3882.5,-117.5,2,58.75
"Heterocephalus glaber|Heliophobius argenteocinereus|Cryptomys ochraceocinereus|Cryptomys damarensis|Cryptomys hottentotus|Georychus capensis|Bathyergus suillus|Bathyergus janetta","Bathyergidae",4272,4271,162.709011650574,1052.21756952764,889.508557877063,15,59.3005705251375
"Dobsonia minor","Dobsonia minor",2181,5425,78.2,155.540845070423,77.3408450704225,1.3,59.4929577464788
"Thryonomys swinderianus|Thryonomys gregorianus","Thryonomys",4301,4300,3383.55,5916.92305907995,2533.37305907995,42.5,59.6087778607048
"Sciurus deppei","Sciurus deppei",1224,4461,190,560.409498127212,370.409498127212,6.2,59.7434674398728
"Archboldomys luzonensis|Chrotomys gonzalesi","Murinae",3918,3917,87.8,99.7554621848739,11.955462184874,0.2,59.7773109243698
"Cynopterus sphinx|Cynopterus brachyotis|Cynopterus horsfieldi","Cynopterus",5368,5366,45.3121212121212,51.3509460406447,6.0388248285235,0.1,60.388248285235
"Manis javanica","Manis javanica",2099,5342,5150,5989.43848614073,839.438486140725,13.9,60.3912579957356
"Perameles gunnii|Perameles nasuta","Perameles",6407,6406,922.5,637.491525423729,-285.008474576271,4.7,60.6401009736747
"Antechinus bellus|Antechinus flavipes|Antechinus leo|Antechinus stuartii|Antechinus godmani|Antechinus minimus|Antechinus swainsonii","Antechinus",6343,6342,54.1807638843712,84.5184213246442,30.3376574402731,0.5,60.6753148805462
"Mesembriomys gouldii","Mesembriomys gouldii",95,3745,716.5,491.75,-224.75,3.7,60.7432432432432
"Mesembriomys macrurus","Mesembriomys macrurus",96,3745,267,491.75,224.75,3.7,60.7432432432432
"Aeromys tephromelas|Aeromys thomasi","Aeromys",4495,4494,1255,841.602040816327,-413.397959183673,6.8,60.7938175270108
"Sciurus niger","Sciurus niger",1201,4472,761.9,634.2,-127.7,2.1,60.8095238095238
"Sciurus carolinensis","Sciurus carolinensis",1200,4472,506.5,634.2,127.7,2.1,60.8095238095238
"Procyon pygmaeus|Procyon cancrivorus|Procyon lotor|Nasua narica|Nasua nasua|Nasuella olivacea|Bassariscus astutus|Bassariscus sumichrasti","Procyonidae",5156,5155,2913.62846005312,2261.18647879375,-652.441981259362,10.7,60.9758860990058
"Spermophilus relictus","Spermophilus relictus",1114,4378,600,368,-232,3.8,61.0526315789474
"Spermophilus pygmaeus","Spermophilus pygmaeus",1113,4378,136,368,232,3.8,61.0526315789474
"Alouatta belzebul","Alouatta belzebul",1417,4665,6400,6778.55166994106,378.55166994106,6.2,61.0567209582355
"Saimiri sciureus","Saimiri sciureus",1496,4716,743.2,871.6,128.4,2.1,61.1428571428571
"Saimiri ustus","Saimiri ustus",1497,4716,1000,871.6,-128.4,2.1,61.1428571428571
"Antechinus melanurus|Antechinus naso|Murexia longicaudata","Dasyuridae",6350,6349,171.082868525896,134.262531278809,-36.820337247087,0.6,61.367228745145
"Chlamyphorus retusus|Chlamyphorus truncatus","Chlamyphorus",6164,6163,87.15,3876.63157378197,3789.48157378197,61.1,62.0209750209816
"Lepus saxatilis","Lepus saxatilis",1311,4559,2225,1987.5,-237.5,3.8,62.5
"Lepus victoriae","Lepus victoriae",1312,4559,1750,1987.5,237.5,3.8,62.5
"Galidictis fasciata","Galidictis fasciata",2063,5310,550,975,425,6.8,62.5
"Galidictis grandidieri","Galidictis grandidieri",2064,5310,1400,975,-425,6.8,62.5
"Callithrix geoffroyi|Callithrix kuhlii","Callithrix",4727,4726,342,329.5,-12.5,0.2,62.5
"Callithrix jacchus|Callithrix penicillata","Callithrix",4728,4726,317,329.5,12.5,0.2,62.5
"Allactaga elater|Allactaga tetradactyla|Sicista betulina|Sicista subtilis|Napaeozapus insignis|Zapus hudsonius|Zapus princeps|Zapus trinotatus|Dipus sagitta|Jaculus jaculus|Jaculus orientalis|Pygeretmus pumilio|Taterillus arenarius|Taterillus emini|Taterillus gracilis|Taterillus pygargus|Ammodillus imbellis|Meriones libycus|Meriones shawi|Meriones unguiculatus|Meriones crassus|Meriones persicus|Meriones hurrianae|Sekeetamys calurus|Psammomys obesus|Tatera indica|Tatera guineae|Tatera nigricauda|Tatera leucogaster|Tatera inclusa|Tatera brantsii|Tatera robusta|Tatera afra|Tatera valida|Desmodilliscus braueri|Gerbillus gleadowi|Gerbillus andersoni|Gerbillus nigeriae|Gerbillus gerbillus|Gerbillus cheesmani|Gerbillus pyramidum|Gerbillus henleyi|Gerbillus perpallidus|Gerbillus nanus|Gerbillus amoenus|Gerbillus simoni|Gerbillus dasyurus|Gerbillus pusillus|Gerbillus campestris|Pachyuromys duprasi|Desmodillus auricularis|Gerbillurus paeba|Gerbillurus tytonis|Gerbillurus setzeri|Gerbillurus vallinus|Myospalax myospalax|Chinchillula sahamae|Chilomys instans|Euneomys fossor|Euneomys petersoni|Euneomys mordax|Euneomys chinchilloides|Punomys lemminus|Delomys dorsalis|Delomys sublineatus|Galenomys garleppi|Phaenomys ferrugineus|Wiedomys pyrrhorhinos|Chelemys macronyx|Chelemys megalonyx|Juscelinomys candango|Oxymycterus paramensis|Oxymycterus angularis|Oxymycterus nasutus|Oxymycterus hucucha|Oxymycterus hiska|Oxymycterus hispidus|Oxymycterus rufus|Oxymycterus delator|Oxymycterus akodontius|Oxymycterus roberti|Oxymycterus inca|Oxymycterus iheringi|Reithrodon auritus|Calomys hummelincki|Calomys callosus|Calomys lepidus|Calomys sorellus|Calomys musculinus|Calomys tener|Calomys callidus|Calomys laucha|Calomys boliviae|Bibimys chacoensis|Bibimys torresi|Kunsia fronto|Kunsia tomentosus|Scapteromys tumidus|Aepeomys fuscatus|Aepeomys lugens|Thomasomys daphne|Thomasomys eleusis|Thomasomys taczanowskii|Thomasomys niveipes|Thomasomys ischyurus|Thomasomys gracilis|Thomasomys monochromos|Thomasomys hylophilus|Thomasomys pyrrhonotus|Thomasomys bombycinus|Thomasomys laniger|Thomasomys oreas|Thomasomys baeops|Thomasomys vestitus|Thomasomys paramorum|Thomasomys silvestris|Thomasomys aureus|Thomasomys ladewi|Thomasomys incanus|Thomasomys notatus|Thomasomys cinereus|Thomasomys kalinowskii|Thomasomys rhoadsi|Thomasomys cinereiventer|Thomasomys rosalinda|Oryzomys ratticeps|Oryzomys polius|Oryzomys balneator|Oryzomys intectus|Oryzomys couesi|Oryzomys alfaroi|Oryzomys hammondi|Oryzomys palustris|Oryzomys nitidus|Oryzomys keaysi|Oryzomys yunganus|Oryzomys kelloggi|Oryzomys intermedius|Oryzomys melanotis|Oryzomys xantheolus|Oryzomys buccinatus|Oryzomys chapmani|Oryzomys oniscus|Oryzomys macconnelli|Oryzomys albigularis|Oryzomys levipes|Oryzomys auriventer|Oryzomys legatus|Oryzomys capito|Oryzomys gorgasi|Oryzomys talamancae|Oryzomys subflavus|Oryzomys bolivaris|Oryzomys lamia|Lenoxus apicalis|Holochilus brasiliensis|Holochilus sciureus|Holochilus magnus|Holochilus chacarius|Pseudoryzomys simplex|Rhipidomys mastacalis|Rhipidomys ochrogaster|Rhipidomys austrinus|Rhipidomys latimanus|Rhipidomys nitela|Rhipidomys venezuelae|Rhipidomys wetzeli|Rhipidomys macconnelli|Rhipidomys leucodactylus|Rhipidomys fulviventer|Rhipidomys caucensis|Rhipidomys couesi|Rhipidomys venustus|Eligmodontia moreni|Eligmodontia morgani|Eligmodontia typus|Eligmodontia puerulus|Scolomys melanops|Scolomys ucayalensis|Notiomys edwardsii|Neotomys ebriosus|Rhagomys rufescens|Zygodontomys brevicauda|Zygodontomys brunneus|Andinomys edax|Abrawayaomys ruschii|Microryzomys altissimus|Microryzomys minutus|Andalgalomys olrogi|Andalgalomys pearsoni|Auliscomys sublimis|Auliscomys micropus|Auliscomys boliviensis|Auliscomys pictus|Phyllotis andium|Phyllotis wolffsohni|Phyllotis bonaeriensis|Phyllotis osgoodi|Phyllotis haggardi|Phyllotis caprinus|Phyllotis magister|Phyllotis darwini|Phyllotis amicus|Phyllotis gerbillus|Phyllotis definitus|Phyllotis xanthopygus|Phyllotis osilae|Graomys domorum|Graomys edithae|Graomys griseoflavus|Irenomys tarsalis|Oligoryzomys microtis|Oligoryzomys flavescens|Oligoryzomys eliurus|Oligoryzomys andinus|Oligoryzomys delticola|Oligoryzomys magellanicus|Oligoryzomys chacoensis|Oligoryzomys griseolus|Oligoryzomys fulvescens|Oligoryzomys arenalis|Oligoryzomys nigripes|Oligoryzomys longicaudatus|Oligoryzomys destructor|Melanomys zunigae|Melanomys robustulus|Melanomys caliginosus|Akodon xanthorhinus|Akodon budini|Akodon siberiae|Akodon bogotensis|Akodon latebricola|Akodon mimus|Akodon longipilis|Akodon sanborni|Akodon mansoensis|Akodon lanosus|Akodon aerosus|Akodon nigrita|Akodon urichi|Akodon olivaceus|Akodon iniscatus|Akodon puer|Akodon orophilus|Akodon lindberghi|Akodon azarae|Akodon kofordi|Akodon spegazzinii|Akodon cursor|Akodon neocenus|Akodon dolores|Akodon molinae|Akodon dayi|Akodon varius|Akodon toba|Akodon simulator|Akodon boliviensis|Akodon juninensis|Akodon surdus|Akodon albiventer|Akodon sylvanus|Akodon torques|Akodon affinis|Akodon mollis|Akodon serrensis|Akodon subfuscus|Akodon sanctipaulensis|Akodon fumeus|Akodon illuteus|Akodon kempi|Chroeomys andinus|Chroeomys jelskii|Geoxus valdivianus|Blarinomys breviceps|Oecomys bicolor|Oecomys phaeotis|Oecomys concolor|Oecomys paricola|Oecomys mamorae|Oecomys rex|Oecomys rutilus|Oecomys flavicans|Oecomys cleberi|Oecomys superans|Oecomys trinitatis|Oecomys roberti|Oecomys speciosus|Neacomys guianae|Neacomys tenuipes|Neacomys spinosus|Thalpomys cerradensis|Thalpomys lasiotis|Bolomys lactens|Bolomys lasiurus|Bolomys punctulatus|Bolomys temchuki|Bolomys amoenus|Bolomys obscurus|Wilfredomys oenax|Wilfredomys pictipes|Nectomys parvipes|Nectomys squamipes|Podoxymys roraimae|Anotomys leander|Chibchanomys trichotis|Ichthyomys hydrobates|Ichthyomys tweedii|Ichthyomys pittieri|Ichthyomys stolzmanni|Rheomys mexicanus|Rheomys thomasi|Rheomys raptor|Neusticomys mussoi|Neusticomys peruviensis|Neusticomys monticolus|Neusticomys venezuelae|Neusticomys oyapocki|Sigmodon alleni|Sigmodon hispidus|Sigmodon leucotis|Sigmodon arizonae|Sigmodon mascotensis|Sigmodon fulviventer|Sigmodon ochrognathus|Sigmodon alstoni|Sigmodon inopinatus|Nyctomys sumichrasti|Otonyctomys hatti|Ototylomys phyllotis|Tylomys bullaris|Tylomys tumbalensis|Tylomys nudicaudus|Tylomys mirae|Baiomys musculus|Baiomys taylori|Scotinomys teguina|Scotinomys xerampelinus|Ochrotomys nuttalli|Neotomodon alstoni|Habromys chinanteco|Habromys simulatus|Habromys lophurus|Habromys lepturus|Podomys floridanus|Osgoodomys banderanus|Megadontomys thomasi|Peromyscus truei|Peromyscus gossypinus|Peromyscus zarhynchus|Peromyscus californicus|Peromyscus maniculatus|Peromyscus crinitus|Peromyscus grandis|Peromyscus simulus|Peromyscus melanophrys|Peromyscus yucatanicus|Peromyscus melanocarpus|Peromyscus mexicanus|Peromyscus perfulvus|Peromyscus boylii|Peromyscus bullatus|Peromyscus furvus|Peromyscus guatemalensis|Peromyscus winkelmanni|Peromyscus aztecus|Peromyscus melanotis|Peromyscus gratus|Peromyscus eremicus|Peromyscus hooperi|Peromyscus ochraventer|Peromyscus pectoralis|Peromyscus polionotus|Peromyscus spicilegus|Peromyscus stirtoni|Peromyscus sitkensis|Peromyscus leucopus|Peromyscus megalops|Peromyscus eva|Peromyscus melanurus|Peromyscus mekisturus|Peromyscus merriami|Peromyscus polius|Peromyscus gymnotis|Peromyscus attwateri|Peromyscus difficilis|Onychomys torridus|Onychomys arenicola|Onychomys leucogaster|Isthmomys pirrensis|Reithrodontomys mexicanus|Reithrodontomys brevirostris|Reithrodontomys gracilis|Reithrodontomys darienensis|Reithrodontomys spectabilis|Reithrodontomys creper|Reithrodontomys tenuirostris|Reithrodontomys microdon|Reithrodontomys fulvescens|Reithrodontomys hirsutus|Reithrodontomys megalotis|Reithrodontomys raviventris|Reithrodontomys humulis|Reithrodontomys montanus|Reithrodontomys sumichrasti|Reithrodontomys burti|Reithrodontomys chrysopsis|Hodomys alleni|Xenomys nelsoni|Neotoma cinerea|Neotoma fuscipes|Neotoma bunkeri|Neotoma goldmani|Neotoma micropus|Neotoma albigula|Neotoma martinensis|Neotoma floridana|Neotoma nelsoni|Neotoma palatina|Neotoma angustapalata|Neotoma devia|Neotoma mexicana|Neotoma stephensi|Neotoma bryanti|Neotoma lepida|Neotoma anthonyi|Neotoma phenax|Nelsonia neotomodon|Niviventer cremoriventer|Niviventer fulvescens|Niviventer niviventer|Pseudomys gracilicaudatus|Pseudomys oralis|Pseudomys hermannsburgensis|Pseudomys fumeus|Pseudomys nanus|Pseudomys albocinereus|Pseudomys occidentalis|Pseudomys fuscus|Pseudomys apodemoides|Pseudomys desertor|Pseudomys australis|Pseudomys pilligaensis|Pseudomys johnsoni|Pseudomys novaehollandiae|Pseudomys bolami|Pseudomys shortridgei|Pseudomys fieldi|Pseudomys higginsi|Pseudomys chapmani|Pseudomys delicatulus|Pseudomys laborifex|Melomys leucogaster|Melomys lorentzii|Melomys moncktoni|Melomys fellowsi|Melomys rattoides|Melomys rufescens|Melomys mollis|Melomys obiensis|Melomys bougainville|Melomys capensis|Melomys rubex|Melomys platyops|Melomys lanosus|Melomys cervinipes|Melomys rubicola|Melomys burtoni|Uromys rex|Uromys caudimaculatus|Uromys anak|Uromys neobritanicus|Uromys hadrourus|Zyzomys palatilis|Zyzomys argurus|Zyzomys pedunculatus|Zyzomys maini|Zyzomys woodwardi|Mesembriomys gouldii|Mesembriomys macrurus|Conilurus penicillatus|Leporillus conditor|Notomys mitchellii|Notomys cervinus|Notomys fuscus|Notomys alexis|Notomys aquilo|Leggadina forresti|Leggadina lakedownensis|Otomys saundersiae|Otomys sloggetti|Otomys laminatus|Otomys denti|Otomys maximus|Otomys irroratus|Otomys unisulcatus|Otomys angoniensis|Parotomys brantsii|Parotomys littledalei|Dephomys defua|Dephomys eburnea|Hybomys planifrons|Hybomys trivirgatus|Hybomys univittatus|Hydromys chrysogaster|Xeromys myoides|Malacomys edwardsi|Malacomys longipes|Apodemus mystacinus|Apodemus flavicollis|Apodemus sylvaticus|Apodemus agrarius|Nesokia indica|Desmomys harringtoni|Leopoldamys edwardsi|Leopoldamys sabanus|Mastomys erythroleucus|Mastomys shortridgei|Mastomys natalensis|Mastomys coucha|Bandicota bengalensis|Bandicota indica|Mylomys dybowskii|Pelomys minor|Pelomys fallax|Pelomys isseli|Rattus everetti|Rattus baluensis|Rattus rattus|Rattus argentiventer|Rattus tiomanicus|Rattus tanezumi|Rattus villosissimus|Rattus colletti|Rattus tunneyi|Rattus fuscipes|Rattus lutreolus|Rattus sordidus|Rattus novaeguineae|Rattus leucopus|Rattus mordax|Rattus feliceus|Rattus praetor|Rattus morotaiensis|Rattus jobiensis|Rattus elaphinus|Rattus steini|Rattus annandalei|Rattus exulans|Rattus norvegicus|Arvicanthis blicki|Arvicanthis niloticus|Arvicanthis abyssinicus|Mus booduga|Mus spretus|Mus musculus|Mus mahomet|Mus minutoides|Mus triton|Mus indutus|Mus bufo|Mus musculoides|Mus setzeri|Mus setulosus|Grammomys cometes|Grammomys minnae|Grammomys dolichurus|Grammomys rutilans|Grammomys ibeanus|Grammomys macmillani|Thallomys paedulcus|Muriculus imberbis|Dasymys incomtus|Rhabdomys pumilio|Uranomys ruddi|Lophuromys flavopunctatus|Lophuromys woosnami|Lophuromys melanonyx|Lophuromys sikapusi|Acomys kempi|Acomys cahirinus|Acomys russatus|Acomys wilsoni|Acomys percivali|Acomys subspinosus|Acomys spinosissimus|Acomys minous|Acomys louisae|Berylmys bowersi|Pogonomys sylvestris|Pogonomys championi|Pogonomys macrourus|Pogonomys loriae|Zelotomys hildegardeae|Zelotomys woosnami|Crossomys moncktoni|Pogonomelomys mayeri|Pogonomelomys sevia|Parahydromys asper|Chiruromys lamia|Chiruromys forbesi|Chiruromys vates|Anisomys imitator|Solomys ponceleti|Solomys salebrosus|Coccymys ruemmleri|Microhydromys richardsoni|Macruromys major|Lorentzimys nouhuysi|Leptomys elegans|Leptomys ernstmayri|Mayermys ellermani|Neohydromys fuscus|Paraleptomys rufilatus|Paraleptomys wilhelmina|Pseudohydromys murinus|Pseudohydromys occidentalis|Xenuromys barbatus|Mallomys istapantap|Mallomys aroaensis|Mallomys rothschildi|Mallomys gunung|Hyomys dammermani|Hyomys goliath|Batomys granti|Batomys salomonseni|Maxomys surifer|Maxomys rajah|Maxomys inas|Maxomys whiteheadi|Oenomys hypoxanthus|Oenomys ornatus|Thamnomys kempi|Thamnomys venustus|Myomys fumatus|Myomys derooi|Myomys verreauxii|Myomys daltoni|Stenocephalemys albocaudata|Stenocephalemys griseicauda|Micromys minutus|Lemniscomys barbarus|Lemniscomys rosalia|Lemniscomys macculus|Lemniscomys striatus|Lemniscomys griselda|Golunda ellioti|Stochomys longicaudatus|Bullimus bagobus|Hylomyscus alleni|Hylomyscus stella|Hylomyscus denniae|Apomys microdon|Apomys musculus|Apomys littoralis|Archboldomys luzonensis|Chrotomys gonzalesi|Rhynchomys isarogensis|Aethomys chrysophilus|Aethomys granti|Aethomys kaiseri|Aethomys namaquensis|Aethomys hindei|Stenomys niobe|Stenomys vandeuseni|Stenomys richardsoni|Stenomys verecundus|Colomys goslingi|Chiropodomys gliroides|Hapalomys longicaudatus|Praomys morio|Praomys tullbergi|Praomys jacksoni|Praomys delectorum|Millardia meltada|Phloeomys cumingi|Heimyscus fumosus|Sundamys infraluteus|Sundamys muelleri|Lenothrix canus|Lophiomys imhausi|Dendromus nyikae|Dendromus melanotis|Dendromus mesomelas|Dendromus mystacalis|Dendromus lovati|Deomys ferrugineus|Prionomys batesi|Beamys hindei|Cricetomys emini|Cricetomys gambianus|Saccostomus campestris|Saccostomus mearnsi|Mystromys albicaudatus|Cannomys badius|Rhizomys pruinosus|Rhizomys sumatrensis|Tachyoryctes macrocephalus|Tachyoryctes splendens|Dicrostonyx torquatus|Dicrostonyx hudsonius|Dicrostonyx groenlandicus|Lemmiscus curtatus|Ondatra zibethicus|Lemmus lemmus|Lemmus sibiricus|Myopus schisticolor|Synaptomys borealis|Synaptomys cooperi|Ellobius fuscocapillus|Ellobius talpinus|Prometheomys schaposchnikowi|Phaulomys smithii|Clethrionomys rutilus|Clethrionomys rufocanus|Clethrionomys gapperi|Clethrionomys glareolus|Clethrionomys californicus|Alticola stoliczkanus|Alticola roylei|Alticola argentatus|Alticola strelzowi|Hyperacrius fertilis|Hyperacrius wynnei|Dinaromys bogdanovi|Microtus guatemalensis|Microtus oregoni|Microtus californicus|Microtus canicaudus|Microtus montanus|Microtus pennsylvanicus|Microtus townsendii|Microtus umbrosus|Microtus mexicanus|Microtus miurus|Microtus oaxacensis|Microtus arvalis|Microtus rossiaemeridionalis|Microtus guentheri|Microtus socialis|Microtus pinetorum|Microtus quasiater|Microtus agrestis|Microtus cabrerae|Microtus duodecimcostatus|Microtus multiplex|Microtus savii|Microtus subterraneus|Microtus longicaudus|Microtus ochrogaster|Microtus oeconomus|Microtus chrotorrhinus|Microtus richardsoni|Microtus xanthognathus|Arborimus longicaudus|Arborimus pomo|Arborimus albipes|Phenacomys intermedius|Arvicola sapidus|Arvicola terrestris|Chionomys nivalis|Eolagurus luteus|Neofiber alleni|Leimacomys buettneri|Steatomys parvus|Steatomys pratensis|Steatomys krebsii|Malacothrix typica|Calomyscus bailwardi|Nannospalax ehrenbergi|Nannospalax leucodon|Spalax microphthalmus|Delanymys brooksi|Petromyscus collinus|Petromyscus monticularis|Phodopus campbelli|Phodopus sungorus|Cricetus cricetus|Cricetulus migratorius|Mesocricetus newtoni|Mesocricetus brandti|Mesocricetus auratus|Megadendromus nikolausi|Macrotarsomys bastardi|Macrotarsomys ingens|Brachytarsomys albicauda|Eliurus minor|Eliurus penicillatus|Eliurus webbi|Eliurus majori|Eliurus tanala|Eliurus myoxinus|Gymnuromys roberti|Brachyuromys betsileoensis|Brachyuromys ramirohitra|Nesomys rufus|Hypogeomys antimena","Failed taxon resolution",3257,3249,126.78311017415,583.320540583062,456.537430408911,7.3,62.539374028618
"Cabassous centralis","Cabassous centralis",2924,6156,3810,2650,-1160,18.5,62.7027027027027
"Cabassous chacoensis","Cabassous chacoensis",2925,6156,1490,2650,1160,18.5,62.7027027027027
"Presbytis comata","Presbytis comata",1384,4637,6250,6470,220,3.5,62.8571428571429
"Presbytis thomasi","Presbytis thomasi",1386,4637,6690,6470,-220,3.5,62.8571428571429
"Cannomys badius|Rhizomys pruinosus|Rhizomys sumatrensis","Failed taxon resolution",3956,3955,1065.43026706231,700.544694880909,-364.885572181406,5.8,62.9113055485182
"Herpestes edwardsii|Herpestes javanicus|Herpestes urva|Herpestes brachyurus","Herpestes",5287,5286,1517.69064814815,1984.43100365234,466.740355504194,7.4,63.0730210140803
"Dobsonia moluccensis","Dobsonia moluccensis",2185,5422,381.4,299.366666666667,-82.0333333333334,1.3,63.1025641025641
"Acerodon jubatus","Acerodon jubatus",2193,5435,1075,645.1,-429.9,6.8,63.2205882352941
"Sylvilagus insonus|Sylvilagus aquaticus|Sylvilagus brasiliensis|Sylvilagus palustris|Sylvilagus cunicularius|Sylvilagus floridanus|Sylvilagus transitionalis","Sylvilagus",4535,4534,1664.19427606193,1282.47983337546,-381.714442686473,6,63.6190737810789
"Antechinus naso|Murexia longicaudata","Dasyuridae",6351,6350,241.2,171.082868525896,-70.1171314741036,1.1,63.7428467946396
"Sylvilagus palustris","Sylvilagus palustris",1289,4537,1500,1896.45,396.45,6.2,63.9435483870968
"Leontopithecus caissara","Leontopithecus caissara",1474,4730,572,636,64,1,64
"Leontopithecus chrysopygus","Leontopithecus chrysopygus",1475,4730,700,636,-64,1,64
"Moschus chrysogaster","Moschus chrysogaster",1726,4975,14500,13750,-750,11.7,64.1025641025641
"Moschus moschiferus","Moschus moschiferus",1727,4975,13000,13750,750,11.7,64.1025641025641
"Thylogale stigmatica|Thylogale thetis","Thylogale",6326,6325,5000,5192.85714285714,192.857142857143,3,64.2857142857144
"Melogale moschata","Melogale moschata",1881,5150,805.25,1502.58333333333,697.333333333333,10.8,64.5679012345679
"Hypsiprymnodon moschatus","Hypsiprymnodon moschatus",3091,6280,520,2936.47541080678,2416.47541080678,37.4,64.6116420001813
"Avahi laniger|Propithecus tattersalli|Propithecus verreauxi|Propithecus diadema|Indri indri","Indriidae",4771,4770,4770.26073771303,3974.69870896128,-795.562028751742,12.3,64.679839735914
"Dologale dybowskii","Dologale dybowskii",2061,5279,350,1917.53853440902,1567.53853440902,24.2,64.7743196036784
"Saimiri boliviensis|Saimiri vanzolinii|Saimiri ustus|Saimiri sciureus|Saimiri oerstedii","Saimiri",4713,4709,683.773170731707,1667.67685053425,983.903679802546,15.1,65.1591840928838
